RELLAKE_WBID,RELLAKE,TOWN,STATNAME,STATIONID,PROJID,PUB
NHLAK700030101-05,GILMORE POND,JAFFREY,GILMORE POND-BACTERIA SAMPLE #01,GILJAFEC01,VLAP,LM-049
NHLAK700030101-05,GILMORE POND,JAFFREY,GILMORE POND-BACTERIA SAMPLE #02,GILJAFEC02,VLAP,LM-049
NHLAK700030101-05,GILMORE POND,JAFFREY,GILMORE POND-OUTLET,GILJAFO,VLAP,LM-049
NHLAK700030101-05,GILMORE POND,JAFFREY,GILMORE POND-SANDY BEACH,GILJAFSB,VLAP,LM-049
NHLAK700060607-01-01,GLEN LAKE,GOFFSTOWN,GLEN LAKE-CHANNEL INLET,GLEGOFC,VLAP,
NHLAK700060607-01-01,GLEN LAKE,GOFFSTOWN,GLEN LAKE-DEEP SPOT,GLEGOFD,VLAP,
NHLAK700060607-01-01,GLEN LAKE,GOFFSTOWN,GLEN LAKE-INLET,GLEGOFI1,VLAP,
NHLAK700060607-01-01,GLEN LAKE,GOFFSTOWN,GLEN LAKE-DAM OUTLET,GLEGOFO,VLAP,
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-BEACH,GOOCANBE,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-BIG ISLAND COVE BROOK,GOOCANBI,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-CAMPBELL CULVERT,GOOCANCC,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-DEEP SPOT,GOOCAND,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-DRAINAGE PIPE,GOOCANDP,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-DAM SWIMMING AREA,GOOCANDSA,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-GOOSE POND BROOK,GOOCANGPB,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-GOOSE POND BROOK SOUTH,GOOCANGPBS,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-HINKSON BROOK,GOOCANHI,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-ISLAND VIEW BROOK,GOOCANIV,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-LITTLE ISLAND,GOOCANLI,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-MARSHALL BROOK,GOOCANMB,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,CANAAN,GOOSE POND-MOURTON BROOK,GOOCANMO,VLAP,LM-050
NHLAK801060103-01,GOOSE POND,HANOVER,GOOSE POND-MARSHALL BROOK NORTH,GOOCANMBN,VLAP,LM-050
NHLAK700030501-01,GOULD POND,HILLSBOROUGH,GOULD POND-BOAT ACCESS BROOK,GOUHSBBA,VLAP,
NHLAK700030501-01,GOULD POND,HILLSBOROUGH,GOULD POND-BEAVER GLEN BROOK,GOUHSBBG,VLAP,
NHLAK700030501-01,GOULD POND,HILLSBOROUGH,GOULD POND-DEEP SPOT,GOUHSBD,VLAP,
NHLAK700030501-01,GOULD POND,HILLSBOROUGH,GOULD POND-OUTLET,GOUHSBO,VLAP,
NHLAK700030501-01,GOULD POND,HILLSBOROUGH,GOULD POND-RED FOX CROSSING,GOUHSBR,VLAP,
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-DEEP SPOT,GOVRAYD,VLAP,LM-051
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-EAST BEACH,GOVRAYEB,VLAP,LM-051
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-INLET,GOVRAYI,VLAP,LM-051
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-WETLAND SIDE OF INLET,GOVRAYIWT,VLAP,LM-051
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-LAGOON,GOVRAYLAG,VLAP,LM-051
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-MAIN BEACH,GOVRAYMB,VLAP,LM-051
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-OUTLET,GOVRAYO,VLAP,LM-051
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-TWIN BCH INLET,GOVRAYT,VLAP,LM-051
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-TWIN BEACH,GOVRAYTWB,VLAP,LM-051
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-WEST BEACH,GOVRAYWEB,VLAP,LM-051
NHLAK600030703-01,GOVERNORS LAKE,RAYMOND,GOVERNORS LAKE-WELL,GOVRAYWELL,VLAP,LM-051
NHLAK802010201-05,GRANITE LAKE,NELSON,GRANITE LAKE-558 GRANITE LAKE ROAD,GRASTD558GLR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,NELSON,GRANITE LAKE-586 GRANITE LAKE RD,GRASTD586GLR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,NELSON,GRANITE LAKE-603 GRANITE LAKE RD,GRASTD603GLR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,NELSON,GRANITE LAKE-614 GRANITE LAKE RD,GRASTD614GLR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,NELSON,GRANITE LAKE-624 GRANITE LAKE RD,GRASTD624GLR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,NELSON,GRANITE LAKE-657 GRANITE LAKE ROAD,GRASTD657GLR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,NELSON,GRANITE LAKE-667 GRANITE LAKE RD,GRASTD667GLR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,NELSON,GRANITE LAKE-668 GRANITE LAKE RD,GRASTD668GLR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,NELSON,GRANITE LAKE-BACTERIA SAMPLE #02,GRASTDEC02,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-106 WEST SHORE RD,GRASTD106WSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-184 NORTH SHORE RD,GRASTD184NSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-210 NORTH SHORE RD,GRASTD210NSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-220 NORTH SHORE RD,GRASTD220NSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-256 NORTH SHORE RD,GRASTD256NSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-305 NORTH SHORE RD,GRASTD305NSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-331NORTH SHORE RD,GRASTD331NSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-395 NORTH SHORE RD,GRASTD395NSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-431 NORTH SHORE RD,GRASTD431NSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-49 WEST SHORE RD,GRASTD49WSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-58 WEST SHORE RD,GRASTD58WSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-628 NORTH SHORE RD,GRASTD628NSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-701 GRANITE LAKE RD,GRASTD701GLR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-BOAT RAMP,GRASTDBR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-DEEP SPOT,GRASTDD,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-BACTERIA SAMPLE #01,GRASTDEC01,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-FOXWELDON,GRASTDFW,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-HAMILTON BEACH,GRASTDHB,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-INLET,GRASTDI,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-JARVELA WEST SHORE RD,GRASTDJARWSR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-LITTLE GRANITE LAKE OUTLET,GRASTDLGLO,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-LOGGING ROAD,GRASTDLR,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-NYE MEADOW OUTLET,GRASTDNMO,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-NORTH SHORE END,GRASTDNSE,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-NORTH SHORE RD BRIDGE PIPE,GRASTDNSRPIPE,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-NORTH SHORE WEST SHORE,GRASTDNSWS,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-OUTLET IN STREAM,GRASTDO,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-SOUTH ST BRIDGE,GRASTDSSB,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-TOWNLINE INLET,GRASTDT,VLAP,LM-052
NHLAK802010201-05,GRANITE LAKE,STODDARD,GRANITE LAKE-WARREN DR,GRASTDWD,VLAP,LM-052
NHLAK700061403-06-01,"GREAT POND, NORTH STN",KINGSTON,GREAT POND-BALL RD INLET,GRTKINB,VLAP,LM-053
NHLAK700061403-06-01,"GREAT POND, NORTH STN",KINGSTON,GREAT POND-NORTH DEEP SPOT,GRTKINND,VLAP,LM-053
NHLAK700061403-06-01,"GREAT POND, NORTH STN",KINGSTON,GREAT POND-BACTERIA SAMPLE #01,GRTKINSEC01,VLAP,LM-053
NHLAK700061403-06-01,"GREAT POND, NORTH STN",KINGSTON,GREAT POND-THAYER RD INLET,GRTKINT,VLAP,LM-053
NHLAK700061403-06-01,"GREAT POND, SOUTH STN",KINGSTON,GREAT POND-PARK RD,GRTKING,VLAP,LM-054
NHLAK700061403-06-01,"GREAT POND, SOUTH STN",KINGSTON,GREAT POND-KELLEY BROOK INLET,GRTKINK,VLAP,LM-054
NHLAK700061403-06-01,"GREAT POND, SOUTH STN",KINGSTON,GREAT POND-OUTLET,GRTKINO,VLAP,LM-054
NHLAK700061403-06-01,"GREAT POND, SOUTH STN",KINGSTON,GREAT POND-PINE ACRES BEACH,GRTKINPAB,VLAP,LM-054
NHLAK700061403-06-01,"GREAT POND, SOUTH STN",KINGSTON,GREAT POND-SOUTH DEEP SPOT,GRTKINSD,VLAP,LM-054
NHLAK700061403-06-01,"GREAT POND, SOUTH STN",KINGSTON,GREAT POND-BACTERIA SAMPLE #02,GRTKINSEC02,VLAP,LM-054
NHLAK700061403-06-01,"GREAT POND, SOUTH STN",KINGSTON,GREAT POND-BACTERIA SAMPLE #03,GRTKINSEC03,VLAP,LM-054
NHLAK700061403-06-01,"GREAT POND, SOUTH STN",KINGSTON,GREAT POND-BACTERIA SAMPLE #04,GRTKINSEC04,VLAP,LM-054
NHLAK700030108-02-01,GREGG LAKE,ANTRIM,GREGG LAKE-CASTOR LANE,GREANTCL,VLAP,LM-055
NHLAK700030108-02-01,GREGG LAKE,ANTRIM,GREGG LAKE-CRAIG RD BRIDGE,GREANTCRB,VLAP,LM-055
NHLAK700030108-02-01,GREGG LAKE,ANTRIM,GREGG LAKE-DEEP SPOT,GREANTD,VLAP,LM-055
NHLAK700030108-02-01,GREGG LAKE,ANTRIM,GREGG LAKE-HATTIE BROWN BROOK,GREANTHBB,VLAP,LM-055
NHLAK700030108-02-01,GREGG LAKE,ANTRIM,GREGG LAKE-HATTIE BROWN RD,GREANTHBR,VLAP,LM-055
NHLAK700030108-02-01,GREGG LAKE,ANTRIM,GREGG LAKE-INLET,GREANTI,VLAP,LM-055
NHLAK700030108-02-01,GREGG LAKE,ANTRIM,GREGG LAKE-OUTLET,GREANTO,VLAP,LM-055
NHLAK700030108-02-01,GREGG LAKE,ANTRIM,GREGG LAKE-SAWYER,GREANTS,VLAP,LM-055
NHLAK700030108-02-01,GREGG LAKE,ANTRIM,GREGG LAKE-WHITE BIRCH POINT,GREANTWBP,VLAP,LM-055
NHLAK700061205-01,GUMPAS POND,PELHAM,GUMPAS POND-DEEP SPOT,GUMPELD,VLAP,
NHLAK700061205-01,GUMPAS POND,PELHAM,GUMPAS POND-EVANS INLET,GUMPELE,VLAP,
NHLAK700061205-01,GUMPAS POND,PELHAM,GUMPAS POND-FROST BROOK,GUMPELF,VLAP,
NHLAK700061205-01,GUMPAS POND,PELHAM,GUMPAS POND-GUMPAS POND BK OUTLET,GUMPELGO,VLAP,
NHLAK700061205-01,GUMPAS POND,PELHAM,GUMPAS POND-SOUTH WEST INLET,GUMPELSW,VLAP,
NHLAK700061205-01,GUMPAS POND,PELHAM,GUMPAS POND-WEST INLET,GUMPELW,VLAP,
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-RT 28 INLET,HALALT28,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-BOYS CAMP,HALALTB,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-BRAMANTE,HALALTBRAM,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-CRESCENT BEACH,HALALTC,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-CULVERT 1,HALALTCLV1,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-DEEP SPOT,HALALTD,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-DUGANS INLET,HALALTD3,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-FERN HILL INLET,HALALTF,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALF MOON LAKE-FERN HILL BEACH,HALALTFHB,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-HORSE FARM INLET,HALALTH,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-HOLLYWOOD BEACH,HALALTHWB,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-PUBLIC BEACH,HALALTPUB,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,ALTON,HALFMOON LAKE-RUSTIC SHORES,HALALTR,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,BARNSTEAD,HALFMOON LAKE-BOAT RAMP,HALALTBR,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,BARNSTEAD,HALFMOON LAKE-DALTON BEACH,HALALTD1,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,BARNSTEAD,HALFMOON LAKE-OUTLET,HALALTO,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,BARNSTEAD,HALFMOON LAKE-S SHORE DRIVE,HALALTSSD,VLAP,LM-056
NHLAK700060402-03,HALFMOON LAKE,BARNSTEAD,HALFMOON LAKE-VARNEY RD,HALALTVR,VLAP,LM-056
NHLAK700030201-02,HALFMOON POND,WASHINGTON,HALFMOON POND-ANDREWS BEACH,HALWASAB,VLAP,
NHLAK700030201-02,HALFMOON POND,WASHINGTON,HALFMOON POND-BOAT LAUNCH,HALWASBL,VLAP,
NHLAK700030201-02,HALFMOON POND,WASHINGTON,HALFMOON POND-DEEP SPOT,HALWASD,VLAP,
NHLAK700030201-02,HALFMOON POND,WASHINGTON,HALFMOON POND-NORTH INLET,HALWASN,VLAP,
NHLAK700030201-02,HALFMOON POND,WASHINGTON,HALFMOON POND-DAM OUTLET,HALWASO,VLAP,
NHLAK700030201-02,HALFMOON POND,WASHINGTON,HALFMOON POND-WEST INLET,HALWASW,VLAP,
NHIMP700061203-01,HARANTIS LAKE - HARANTIS LAKE DAM,CHESTER,HARANTIS LAKE-BEAVER INLET,HARCSTB,VLAP,
NHIMP700061203-01,HARANTIS LAKE - HARANTIS LAKE DAM,CHESTER,HARANTIS LAKE-CAMPERS BEACH,HARCSTCA,VLAP,
NHIMP700061203-01,HARANTIS LAKE - HARANTIS LAKE DAM,CHESTER,HARANTIS LAKE-COLUMBUS BEACH,HARCSTCO,VLAP,
NHIMP700061203-01,HARANTIS LAKE - HARANTIS LAKE DAM,CHESTER,HARANTIS LAKE-DEEP SPOT,HARCSTD,VLAP,
NHIMP700061203-01,HARANTIS LAKE - HARANTIS LAKE DAM,CHESTER,HARANTIS LAKE-GAG INLET,HARCSTG,VLAP,
NHIMP700061203-01,HARANTIS LAKE - HARANTIS LAKE DAM,CHESTER,HARANTIS LAKE-NORTH COVE,HARCSTN,VLAP,
NHIMP700061203-01,HARANTIS LAKE - HARANTIS LAKE DAM,CHESTER,HARANTIS LAKE-DAM OUTLET,HARCSTO,VLAP,
NHIMP700061203-01,HARANTIS LAKE - HARANTIS LAKE DAM,CHESTER,HARANTIS LAKE-SOUTH COVE,HARCSTS,VLAP,
NHLAK700061102-05,HARRIS POND,PELHAM,HARRIS POND-DEEP SPOT,HARPELD,VLAP,
NHLAK700061102-05,HARRIS POND,PELHAM,HARRIS POND-OUTLET,HARPELO,VLAP,
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-CEMETERY INLET,HARHARC,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-CEMETERY INLET COVE,HARHARCIC,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-DEEP SPOT,HARHARD,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-BACTERIA SAMPLE #01,HARHAREC01,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-BACTERIA SAMPLE #02,HARHAREC02,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-HENDRICKSON,HARHARH,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-JANE DUNN INLET,HARHARJ,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-JANE DUNN COVE,HARHARJC,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-MARHEIM CLARK,HARHARMC,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-NELSON RD COTTAGES S,HARHARN1,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-NELSON RD INLET COVE,HARHARN1IC,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-NELSON POND INLET,HARHARN2,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-NUBANUSIT INLET COVE,HARHARN2IC,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-NUBANUSIT INLET,HARHARN3,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-LIBRARY OUTLET,HARHARO,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-PIPER LANE CULVERT,HARHARPLC,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-PROSPECT ST OUTLET,HARHARPO,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-PEANUT ROW,HARHARPR,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-SUNSET BEACH,HARHARSB,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-SUNSET BEACH NORTH,HARHARSBN,VLAP,LM-059
NHLAK700030103-05-01,HARRISVILLE POND,HARRISVILLE,HARRISVILLE POND-SUNSET BEACH SOUTH,HARHARSBS,VLAP,LM-059
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-INLET 1,HARNOR1,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-INLET 2,HARNOR2,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,TUCKER BROOK UPSTREAM,HARNOR4,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-B8 WETLAND INLET,HARNORB,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-BOAT LAUNCH,HARNORBL,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-COTTAGES,HARNORC,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-COTTAGE 1,HARNORC1,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-COTTAGE 2,HARNORC2,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-DEEP SPOT,HARNORD,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-NORTH OF INLET,HARNORN1,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-OUTLET,HARNORO,VLAP,
NHLAK700060502-05,HARVEY LAKE,NORTHWOOD,HARVEY LAKE-STATE PARK ENTRANCE,HARNORSP,VLAP,
NHLAK700060605-04-01,HAUNTED LAKE,FRANCESTOWN,HAUNTED LAKE-DEEP SPOT,HAUFRSD,VLAP,LM-139
NHLAK700060605-04-01,HAUNTED LAKE,FRANCESTOWN,HAUNTED LAKE-INLET,HAUFRSI,VLAP,LM-139
NHLAK700060605-04-01,HAUNTED LAKE,FRANCESTOWN,HAUNTED LAKE-INLET 2,HAUFRSI2,VLAP,LM-139
NHLAK700060605-04-01,HAUNTED LAKE,FRANCESTOWN,HAUNTED LAKE-OUTLET,HAUFRSO,VLAP,LM-139
NHLAK700060605-04-01,HAUNTED LAKE,FRANCESTOWN,HAUNTED LAKE-TOWN BEACH,HAUFRSTB,VLAP,LM-139
NHLAK700060605-04-01,HAUNTED LAKE,FRANCESTOWN,HAUNTED LAKE-WHITING BROOK AT 136,HAUFRSWB136,VLAP,LM-139
NHLAK700060605-04-01,HAUNTED LAKE,FRANCESTOWN,HAUNTED LAKE-WHITING BK AT SIPE BRIDGE,HAUFRSWBSB,VLAP,LM-139
NHLAK700020108-04,HAWKINS POND,CENTER HARBOR,HAWKINS POND-BEAR POND INLET,HAWCENBPI,VLAP,LM-061
NHLAK700020108-04,HAWKINS POND,CENTER HARBOR,HAWKINS POND-DEEP SPOT,HAWCEND,VLAP,LM-061
NHLAK700020108-04,HAWKINS POND,CENTER HARBOR,HAWKINS POND-NORTHEAST INLET,HAWCENNI,VLAP,LM-061
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-RT 132 INLET,HERSAN132,VLAP,
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-RT 132 HOUSE,HERSAN132H,VLAP,
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-BEAVER POND INLET,HERSANBPI,VLAP,
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-DEEP SPOT,HERSAND,VLAP,
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-HARVEY BROOK,HERSANHB,VLAP,
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-JACKSON INLET,HERSANJ,VLAP,
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-HERMIT LAKE RD BEACH,HERSANLRB,VLAP,
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-HERMIT LAKE RD INLET,HERSANLRI,VLAP,
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-NORTH INLET,HERSANNI,VLAP,
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-DAM OUTLET,HERSANO,VLAP,
NHLAK700010802-03-01,HERMIT LAKE,SANBORNTON,HERMIT LAKE-SHANNONS INLET,HERSANSI,VLAP,
NHLAK700010804-01-01,HIGHLAND LAKE,ANDOVER,HIGHLAND LAKE-BEACH,HIGANDB,VLAP,LM-063
NHLAK700010804-01-01,HIGHLAND LAKE,ANDOVER,HIGHLAND LAKE-DEEP SPOT,HIGANDD,VLAP,LM-063
NHLAK700010804-01-01,HIGHLAND LAKE,ANDOVER,HIGHLAND LAKE-LOWER MAPLE ST BROOK,HIGANDL,VLAP,LM-063
NHLAK700010804-01-01,HIGHLAND LAKE,ANDOVER,HIGHLAND LAKE-LOWER MAPLE ST BK ABOVE SEPTIC,HIGANDLMA,VLAP,LM-063
NHLAK700010804-01-01,HIGHLAND LAKE,ANDOVER,HIGHLAND LAKE-LOWER MAPLE ST BK BELOW SEPTIC,HIGANDLMB,VLAP,LM-063
NHLAK700010804-01-01,HIGHLAND LAKE,ANDOVER,HIGHLAND LAKE-OUTLET,HIGANDO,VLAP,LM-063
NHLAK700010804-01-01,HIGHLAND LAKE,ANDOVER,HIGHLAND LAKE-SW RTE 11 BROOK,HIGANDR11BK,VLAP,LM-063
NHLAK700010804-01-01,HIGHLAND LAKE,ANDOVER,HIGHLAND LAKE-TILTON BROOK,HIGANDT,VLAP,LM-063
NHLAK700010804-01-01,HIGHLAND LAKE,ANDOVER,HIGHLAND LAKE-WEST INLET,HIGANDW,VLAP,LM-063
NHLAK700030201-03,HIGHLAND LAKE,STODDARD,HIGHLAND LAKE-BOAT LANDING RTE 123,HIGSTD123,VLAP,LM-064
NHLAK700030201-03,HIGHLAND LAKE,STODDARD,HIGHLAND LAKE-BARNARD,HIGSTDBDBCH,VLAP,LM-064
NHLAK700030201-03,HIGHLAND LAKE,STODDARD,HIGHLAND LAKE-CARR BROOK 2,HIGSTDCB2,VLAP,LM-064
NHLAK700030201-03,HIGHLAND LAKE,STODDARD,HIGHLAND LAKE-CLARK BEACH,HIGSTDCKBCH,VLAP,LM-064
NHLAK700030201-03,HIGHLAND LAKE,STODDARD,HIGHLAND LAKE-KENNEDY BK TRIB,HIGSTDKT,VLAP,LM-064
