RELLAKE_WBID,RELLAKE,TOWN,STATNAME,STATIONID,PROJID,PUB
NHLAK700030304-05,TOM POND,WARNER,TOM POND-INLET,TOMWRNI,VLAP,LM-165
NHLAK700030304-05,TOM POND,WARNER,TOM POND-MACNEILL,TOMWRNMAC,VLAP,LM-165
NHLAK700030304-05,TOM POND,WARNER,TOM POND-OUTLET,TOMWRNO,VLAP,LM-165
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-BRENNAN RD CULVERT,TUCSBYBRC,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-DEEP SPOT,TUCSBYD,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-DEAD MANS INLET,TUCSBYDM,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-DEAD MAN EAST,TUCSBYDME,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-INLET #1,TUCSBYI1,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-INLET #1 POST BIOCHAR,TUCSBYI1PB,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-SOUTH INLET,TUCSBYI1S,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-INLET #3 DARLING,TUCSBYI3,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-INLET #4 BRENNAN,TUCSBYI4,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-INLET #5 BAKER,TUCSBYI5,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-JOHNSON,TUCSBYJ,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-INLET #2 LOGGING,TUCSBYL,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-NORTH,TUCSBYN,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-OUTLET,TUCSBYO,VLAP,LM-166
NHLAK700030304-07,TUCKER POND,SALISBURY,TUCKER POND-SOUTH,TUCSBYS,VLAP,LM-166
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-1A,TURBOW1A,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-1B,TURBOW1B,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-1C,TURBOW1C,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-2A,TURBOW2A,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-2B,TURBOW2B,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-BOW CENTER RD,TURBOWBCR,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-BOW CENTER RD EAST,TURBOWBCRE,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-DEEP SPOT,TURBOWD,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-DRAINAGE DITCH,TURBOWDD,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-FIREHOUSE POND,TURBOWFP,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-FIREHOUSE POND INLET,TURBOWFPI,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-OUTLET,TURBOWO,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-SEASONAL INLET,TURBOWSI,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-VILLAGE INLET,TURBOWVI,VLAP,LM-167
NHLAK700060301-01,TUREE POND,BOW,TUREE POND-WHITE ROCK HILL RD CULVERT,TURBOWWRC,VLAP,LM-167
NHIMP801010101-02,UNKNOWN RIVER - EAST INLET DAM,PITTSBURG,EAST INLET-DEEP SPOT,EASPITD,VLAP,
NHIMP700020203-01,UNKNOWN RIVER - KNOWLES POND,NORTHFIELD,KNOWLES POND-BEACH,KNONFDB,VLAP,
NHIMP700020203-01,UNKNOWN RIVER - KNOWLES POND,NORTHFIELD,KNOWLES POND-DEEP SPOT,KNONFDD,VLAP,
NHIMP700020203-01,UNKNOWN RIVER - KNOWLES POND,NORTHFIELD,KNOWLES POND-INLET,KNONFDI,VLAP,
NHIMP700020203-01,UNKNOWN RIVER - KNOWLES POND,NORTHFIELD,KNOWLES POND-OUTLET,KNONFDO,VLAP,
NHLAK801030505-04,UPPER MOUNTAIN LAKE,HAVERHILL,SOUTH MOUNTAIN LAKE-BEACH,MOUSHAVB,VLAP,LM-100
NHLAK801030505-04,UPPER MOUNTAIN LAKE,HAVERHILL,SOUTH MOUNTAIN LAKE-COVE,MOUSHAVC,VLAP,LM-100
NHLAK801030505-04,UPPER MOUNTAIN LAKE,HAVERHILL,SOUTH MOUNTAIN LAKE-DEEP SPOT,MOUSHAVD,VLAP,LM-100
NHLAK801030505-04,UPPER MOUNTAIN LAKE,HAVERHILL,UPPER MOUNTAIN LAKE-BACTERIA SAMPLE #02,MOUSHAVEC02,VLAP,LM-100
NHLAK801030505-04,UPPER MOUNTAIN LAKE,HAVERHILL,SOUTH MOUNTAIN LAKE-MONTEAU INLET,MOUSHAVM,VLAP,LM-100
NHLAK801030505-04,UPPER MOUNTAIN LAKE,HAVERHILL,SOUTH MOUNTAIN LAKE-OUTLET,MOUSHAVO,VLAP,LM-100
NHLAK700060402-10-02,UPPER SUNCOOK POND,BARNSTEAD,UPPER SUNCOOK POND-CAMP FATIMA INLET,SUNUBRNC,VLAP,LM-168
NHLAK700060402-10-02,UPPER SUNCOOK POND,BARNSTEAD,UPPER SUNCOOK POND-DEEP SPOT,SUNUBRND,VLAP,LM-168
NHLAK700060402-10-02,UPPER SUNCOOK POND,BARNSTEAD,UPPER SUNCOOK POND-NIGHTHAWK HOLLOW BK,SUNUBRNI2,VLAP,LM-168
NHLAK700060402-10-02,UPPER SUNCOOK POND,BARNSTEAD,UPPER SUNCOOK POND-NIGHTHAWK UPPER,SUNUBRNI2U,VLAP,LM-168
NHLAK700060402-10-02,UPPER SUNCOOK POND,BARNSTEAD,UPPER SUNCOOK POND-OUTLET,SUNUBRNO,VLAP,LM-168
NHLAK700060402-10-02,UPPER SUNCOOK POND,BARNSTEAD,UPPER SUNCOOK POND-PUBLIC BCH INLET,SUNUBRNP,VLAP,LM-168
NHLAK700060402-10-02,UPPER SUNCOOK POND,BARNSTEAD,UPPER SUNCOOK POND-SUNCOOK @ WHITE OAK,SUNUBRNS,VLAP,LM-168
NHLAK700060402-10-02,UPPER SUNCOOK POND,BARNSTEAD,UPPER SUNCOOK POND-SUNCOOK R INLET,SUNUBRNSR,VLAP,LM-168
NHLAK700060402-10-02,UPPER SUNCOOK POND,BARNSTEAD,UPPER SUNCOOK POND-CAMP FATIMA U/S,SUNUBRNU,VLAP,LM-168
NHLAK700030506-02,WALKER POND,BOSCAWEN,WALKER POND-DEEP SPOT,WALBOSD,VLAP,LM-169
NHLAK700030506-02,WALKER POND,BOSCAWEN,WALKER POND-INLET,WALBOSI,VLAP,LM-169
NHLAK700030506-02,WALKER POND,BOSCAWEN,WALKER POND-SOUTH INLET,WALBOSSI,VLAP,LM-169
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-CULVERT 1 (WETLAND FILE CULVERT #9),2371-001,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-CULVERT 3 (WETLAND FILE CULVERT #8),2371-003,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-CULVERT 4 (WETLAND FILE CULVERT #7),2371-004,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-CULVERT 6 (WETLAND FILE CULVERT #5),2371-006,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-CULVERT 7 (24 INCH PLASTIC PIPE),2371-007,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-50 PINE CLIFF RD,WARALS50PCR,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-61 PINE CLIFF RD,WARALS61PCR,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-ARBOR WAY BEACH,WARALSAWB,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-BOAT LANDING,WARALSBL,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-CARMEN COVE BROOK,WARALSCC,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-COLBURN HILL BROOK,WARALSCH,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-CURRL COVE,WARALSCUCOVE,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-DEEP SPOT,WARALSD,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-DAM BROOK,WARALSDB,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-EDITHS BEACH,WARALSEB,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-BACTERIA SAMPLE #01,WARALSEC01,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-BACTERIA SAMPLE #02,WARALSEC02,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-EEL ROCK,WARALSER,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-LAWLOR SHORE,WARALSLS,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-OUTLET,WARALSO,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-PICKEREL COVE BROOK,WARALSP,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-PINE CLIFF RD,WARALSPCR,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-PUMPHOUSE RD,WARALSPHR,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-RAWSON COVE,WARALSRC,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-RED HOUSE,WARALSRED,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-SMITH HILL BROOK,WARALSS1,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-SPENCER BEACH,WARALSSB,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-SHADOWLANDS,WARALSSL,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-SPRUCE RIVER,WARALSSR,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-SPRUCE RIVER 1,WARALSSR1,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-SPRUCE RIVER 2,WARALSSR2,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-SPRUCE RIVER 3,WARALSSR3,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-SPRUCE RIVER 4,WARALSSR4,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-SPRUCE RIVER 5,WARALSSR5,VLAP,LM-170
NHLAK801070203-01,WARREN LAKE,ALSTEAD,WARREN LAKE-SCOTLAND YARD,WARALSSY,VLAP,LM-170
NHLAK700010701-05,WAUKEENA LAKE,DANBURY,WAUKEENA LAKE-BLUEBERRY,WAUDANB,VLAP,LM-171
NHLAK700010701-05,WAUKEENA LAKE,DANBURY,WAUKEENA LAKE-BLANK,WAUDANBK,VLAP,LM-171
NHLAK700010701-05,WAUKEENA LAKE,DANBURY,WAUKEENA LAKE-BOAT LAUNCH,WAUDANBL,VLAP,LM-171
NHLAK700010701-05,WAUKEENA LAKE,DANBURY,WAUKEENA LAKE-BUCKWELL COVE,WAUDANBU,VLAP,LM-171
NHLAK700010701-05,WAUKEENA LAKE,DANBURY,WAUKEENA LAKE-DEEP SPOT,WAUDAND,VLAP,LM-171
NHLAK700010701-05,WAUKEENA LAKE,DANBURY,WAUKEENA LAKE-HARTFORD DOCK,WAUDANHD,VLAP,LM-171
NHLAK700010701-05,WAUKEENA LAKE,DANBURY,WAUKEENA LAKE-IN LAKE,WAUDANIL,VLAP,LM-171
NHLAK700010701-05,WAUKEENA LAKE,DANBURY,WAUKEENA LAKE-OUTLET,WAUDANO,VLAP,LM-171
NHLAK700010701-05,WAUKEENA LAKE,DANBURY,WAUKEENA LAKE-STREAM INLET,WAUDANSI,VLAP,LM-171
NHLAK700060601-05-01,WEARE RESERVOIR,WEARE,WEARE RESERVOIR-COTTAGE RD BROOK,WEAWEAC,VLAP,LM-190
NHLAK700060601-05-01,WEARE RESERVOIR,WEARE,WEARE RESERVOIR-COLLINS LANDING,WEAWEACL,VLAP,LM-190
NHLAK700060601-05-01,WEARE RESERVOIR,WEARE,WEARE RESERVOIR-DEEP SPOT,WEAWEAD,VLAP,LM-190
NHLAK700060601-05-01,WEARE RESERVOIR,WEARE,WEARE RESERVOIR-MAIN INLET,WEAWEAI,VLAP,LM-190
NHLAK700060601-05-01,WEARE RESERVOIR,WEARE,WEARE RESERVOIR-DAM,WEAWEAM,VLAP,LM-190
NHLAK700060601-05-01,WEARE RESERVOIR,WEARE,WEARE RESERVOIR-RUSSELL DRIVE BROOK,WEAWEARD,VLAP,LM-190
NHLAK700060601-05-01,WEARE RESERVOIR,WEARE,WEARE RESERVOIR-TIFFANY HILL,WEAWEATF,VLAP,LM-190
NHLAK700060601-05-01,WEARE RESERVOIR,WEARE,WEARE RESERVOIR-WATERMAN COVE,WEAWEAWC,VLAP,LM-190
NHLAK700010804-02-01,WEBSTER LAKE,FRANKLIN,WEBSTER LAKE-RTE 11 INLET,WEBFRK11,VLAP,LM-174
NHLAK700010804-02-01,WEBSTER LAKE,FRANKLIN,WEBSTER LAKE-RTE 11 CONSTRUCTION SITE,WEBFRK11C,VLAP,LM-174
NHLAK700010804-02-01,WEBSTER LAKE,FRANKLIN,WEBSTER LAKE-RTE 11 CONSTRUCTION AT PALFREYS,WEBFRK11P,VLAP,LM-174
NHLAK700010804-02-01,WEBSTER LAKE,FRANKLIN,WEBSTER LAKE-RTE 11 STORM DRAIN,WEBFRK11SD,VLAP,LM-174
NHLAK700010804-02-01,WEBSTER LAKE,FRANKLIN,WEBSTER LAKE-RT 11 CONSTRUCTION AT TULLIS,WEBFRK11T,VLAP,LM-174
