RELLAKE,RELLAKE_WBID,WATERBODYID,WATERBODYNAME,BEST_TROPHIC_CLASS
CHESHAM POND,NHLAK802010202-01,NHLAK802010202-01,CHESHAM POND,MESOTROPHIC
CHESHAM POND,NHLAK802010202-01,NHLAK802010202-01,CHESHAM POND,MESOTROPHIC
CHESHAM POND,NHLAK802010202-01,NHLAK802010202-01,CHESHAM POND,MESOTROPHIC
CHESHAM POND,NHLAK802010202-01,NHLAK802010202-01,CHESHAM POND,MESOTROPHIC
CHESHIRE POND,NHLAK700030101-02,NHLAK700030101-02,CHESHIRE POND,EUTROPHIC
CHESHIRE POND,NHLAK700030101-02,NHLAK700030101-02,CHESHIRE POND,EUTROPHIC
CHESTNUT POND,NHLAK700060502-03,NHLAK700060502-03,CHESTNUT POND,OLIGOTROPHIC
CHESTNUT POND,NHLAK700060502-03,NHLAK700060502-03,CHESTNUT POND,OLIGOTROPHIC
CHESTNUT POND,NHLAK700060502-03,NHLAK700060502-03,CHESTNUT POND,OLIGOTROPHIC
CHESTNUT POND,NHLAK700060502-03,NHLAK700060502-03,CHESTNUT POND,OLIGOTROPHIC
CHESTNUT POND,NHLAK700060502-03,NHLAK700060502-03,CHESTNUT POND,OLIGOTROPHIC
CHESTNUT POND,NHLAK700060502-03,NHLAK700060502-03,CHESTNUT POND,OLIGOTROPHIC
CHILDS BOG,NHLAK802010202-02,NHLAK802010202-02,CHILDS BOG,OLIGOTROPHIC
CHILDS BOG,NHLAK802010202-02,NHLAK802010202-02,CHILDS BOG,OLIGOTROPHIC
CHILDS BOG,NHLAK802010202-02,NHLAK802010202-02,CHILDS BOG,OLIGOTROPHIC
CHILDS BOG,NHLAK802010202-02,NHLAK802010202-02,CHILDS BOG,OLIGOTROPHIC
CHILDS BOG,NHLAK802010202-02,NHLAK802010202-02,CHILDS BOG,OLIGOTROPHIC
CHRISTINE LAKE,NHLAK801010707-01-01,NHLAK801010707-01-01,CHRISTINE LAKE,OLIGOTROPHIC
CHRISTINE LAKE,NHLAK801010707-01-01,NHLAK801010707-01-01,CHRISTINE LAKE,OLIGOTROPHIC
CHRISTINE LAKE,NHLAK801010707-01-01,NHLAK801010707-01-01,CHRISTINE LAKE,OLIGOTROPHIC
CHRISTINE LAKE,NHLAK801010707-01-01,NHLAK801010707-01-01,CHRISTINE LAKE,OLIGOTROPHIC
CHURCH POND,NHLAK600020201-01,NHLAK600020201-01,CHURCH POND,EUTROPHIC
CHURCH POND,NHLAK600020201-01,NHLAK600020201-01,CHURCH POND,EUTROPHIC
CLAPP POND,NHLAK802010202-03,NHLAK802010202-03,CLAPP POND,MESOTROPHIC
CLAPP POND,NHLAK802010202-03,NHLAK802010202-03,CLAPP POND,MESOTROPHIC
CLAPP POND,NHLAK802010202-03,NHLAK802010202-03,CLAPP POND,MESOTROPHIC
CLAPP POND,NHLAK802010202-03,NHLAK802010202-03,CLAPP POND,MESOTROPHIC
CLARK POND,NHLAK700060701-01,NHLAK700060701-01,CLARK POND,MESOTROPHIC
CLARK POND,NHLAK700060701-01,NHLAK700060701-01,CLARK POND,MESOTROPHIC
CLARK POND,NHLAK700030303-01,NHLAK700030303-01,CLARK POND,MESOTROPHIC
CLARK POND,NHLAK801060101-02,NHLAK801060101-02,CLARK POND,OLIGOTROPHIC
CLARK POND,NHLAK801060101-02,NHLAK801060101-02,CLARK POND,OLIGOTROPHIC
CLARK POND,NHLAK700060701-01,NHLAK700060701-01,CLARK POND,MESOTROPHIC
CLARK POND,NHLAK700060701-01,NHLAK700060701-01,CLARK POND,MESOTROPHIC
CLARK POND,NHLAK801060101-02,NHLAK801060101-02,CLARK POND,OLIGOTROPHIC
CLARK POND,NHLAK801060101-02,NHLAK801060101-02,CLARK POND,OLIGOTROPHIC
CLARKSVILLE POND,NHLAK801010301-01,NHLAK801010301-01,CLARKSVILLE POND,OLIGOTROPHIC
CLARKSVILLE POND,NHLAK801010301-01,NHLAK801010301-01,CLARKSVILLE POND,OLIGOTROPHIC
CLARKSVILLE POND,NHLAK801010301-01,NHLAK801010301-01,CLARKSVILLE POND,OLIGOTROPHIC
CLARKSVILLE POND,NHLAK801010301-01,NHLAK801010301-01,CLARKSVILLE POND,OLIGOTROPHIC
CLAY POND,NHLAK700060701-02,NHLAK700060701-02,CLAY POND,EUTROPHIC
CLAY POND,NHLAK700060701-02,NHLAK700060701-02,CLAY POND,EUTROPHIC
CLEMENT POND,NHLAK700030505-01,NHLAK700030505-01,CLEMENT POND,MESOTROPHIC
CLEMENT POND,NHLAK700030505-01,NHLAK700030505-01,CLEMENT POND,MESOTROPHIC
CLEMENT POND,NHLAK700030505-01,NHLAK700030505-01,CLEMENT POND,MESOTROPHIC
CLEMENT POND,NHLAK700030505-01,NHLAK700030505-01,CLEMENT POND,MESOTROPHIC
CLEMENT POND,NHLAK700030505-01,NHLAK700030505-01,CLEMENT POND,MESOTROPHIC
CLEMENT POND,NHLAK700030505-01,NHLAK700030505-01,CLEMENT POND,MESOTROPHIC
CLOUGH POND,NHLAK700020202-02,NHLAK700020202-02,CLOUGH POND,MESOTROPHIC
CLOUGH POND,NHLAK700060202-03-01,NHLAK700060202-03-01,CLOUGH POND,MESOTROPHIC
CLOUGH POND,NHLAK700060202-03-01,NHLAK700060202-03-01,CLOUGH POND,MESOTROPHIC
CLOUGH POND,NHLAK700020202-02,NHLAK700020202-02,CLOUGH POND,MESOTROPHIC
CLOUGH POND,NHLAK700060202-03-01,NHLAK700060202-03-01,CLOUGH POND,MESOTROPHIC
CLOUGH POND,NHLAK700020202-02,NHLAK700020202-02,CLOUGH POND,MESOTROPHIC
CLOUGH POND,NHLAK700060202-03-01,NHLAK700060202-03-01,CLOUGH POND,MESOTROPHIC
CLOUGH POND,NHLAK700060202-03-01,NHLAK700060202-03-01,CLOUGH POND,MESOTROPHIC
CLUB POND,NHLAK600030601-02,NHLAK600030601-02,CLUB POND,EUTROPHIC
CLUB POND,NHLAK600030601-02,NHLAK600030601-02,CLUB POND,EUTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NA,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COBBETTS POND,NHLAK700061204-01-01,NHLAK700061204-01-01,COBBETTS POND,OLIGOTROPHIC
COFFIN POND,NHLAK801030304-01,NHLAK801030304-01,COFFIN POND,MESOTROPHIC
COFFIN POND,NHLAK801030304-01,NHLAK801030304-01,COFFIN POND,MESOTROPHIC
COFFIN POND,NHLAK801030304-01,NHLAK801030304-01,COFFIN POND,MESOTROPHIC
COLCORD POND,NHLAK600030804-01,NHLAK600030804-01,COLCORD POND,EUTROPHIC
COLCORD POND,NHLAK600030804-01,NHLAK600030804-01,COLCORD POND,EUTROPHIC
COLD POND,NHLAK700030403-03,NHLAK700030403-03,COLD POND,OLIGOTROPHIC
COLD POND,NHLAK700030403-03,NHLAK700030403-03,COLD POND,OLIGOTROPHIC
COLD POND,NHLAK700030403-03,NHLAK700030403-03,COLD POND,OLIGOTROPHIC
COLD SPRING POND,NA,NHLAK802010102-01,COLD SPRING POND,OLIGOTROPHIC
COLD SPRING POND,NHLAK802010102-01,NHLAK802010102-01,COLD SPRING POND,OLIGOTROPHIC
COLD SPRING POND,NHLAK802010102-01,NHLAK802010102-01,COLD SPRING POND,OLIGOTROPHIC
COLD SPRING POND,NHLAK802010102-01,NHLAK802010102-01,COLD SPRING POND,OLIGOTROPHIC
COLDRAIN POND,NHLAK600030601-03,NHLAK600030601-03,COLDRAIN POND,EUTROPHIC
COLDRAIN POND,NHLAK600030601-03,NHLAK600030601-03,COLDRAIN POND,EUTROPHIC
COLE POND,NHLAK801060105-01,NHLAK801060105-01,COLE POND,OLIGOTROPHIC
COLE POND,NHLAK801060105-01,NHLAK801060105-01,COLE POND,OLIGOTROPHIC
COLE POND,NHLAK801060105-01,NHLAK801060105-01,COLE POND,OLIGOTROPHIC
COLLINS POND,NHLAK802020202-01,NHLAK802020202-01,COLLINS POND,MESOTROPHIC
COLLINS POND,NHLAK802020202-01,NHLAK802020202-01,COLLINS POND,MESOTROPHIC
CONE POND,NHLAK700010401-03,NHLAK700010401-03,CONE POND,OLIGOTROPHIC
CONE POND,NHLAK700010401-03,NHLAK700010401-03,CONE POND,OLIGOTROPHIC
CONNER POND,NHLAK600020802-02,NHLAK600020802-02,CONNER POND,OLIGOTROPHIC
CONNER POND,NHLAK600020802-02,NHLAK600020802-02,CONNER POND,OLIGOTROPHIC
CONNER POND,NHLAK600020802-02,NHLAK600020802-02,CONNER POND,OLIGOTROPHIC
CONNER POND,NHLAK600020802-02,NHLAK600020802-02,CONNER POND,OLIGOTROPHIC
CONNER POND,NA,NHLAK600020802-02,CONNER POND,OLIGOTROPHIC
CONNER POND,NHLAK600020802-02,NHLAK600020802-02,CONNER POND,OLIGOTROPHIC
CONSERVATION POND,NHLAK700060502-10,NHLAK700060502-10,CONSERVATION POND,MESOTROPHIC
CONSERVATION POND,NHLAK700060502-10,NHLAK700060502-10,CONSERVATION POND,MESOTROPHIC
CONSERVATION POND,NHLAK700060502-10,NHLAK700060502-10,CONSERVATION POND,MESOTROPHIC
CONSTANCE LAKE,NHLAK801030701-01,NHLAK801030701-01,CONSTANCE LAKE,OLIGOTROPHIC
CONSTANCE LAKE,NHLAK801030701-01,NHLAK801030701-01,CONSTANCE LAKE,OLIGOTROPHIC
CONTENTION POND,NHLAK700030204-02,NHLAK700030204-02,CONTENTION POND,MESOTROPHIC
CONTENTION POND,NHLAK700030204-02,NHLAK700030204-02,CONTENTION POND,MESOTROPHIC
CONTENTION POND,NHLAK700030204-02,NHLAK700030204-02,CONTENTION POND,MESOTROPHIC
CONTENTION POND,NHLAK700030204-02,NHLAK700030204-02,CONTENTION POND,MESOTROPHIC
CONTENTION POND,NHLAK700030204-02,NHLAK700030204-02,CONTENTION POND,MESOTROPHIC
CONTENTION POND,NHLAK700030204-02,NHLAK700030204-02,CONTENTION POND,MESOTROPHIC
CONTENTION POND,NHLAK700030204-02,NHLAK700030204-02,CONTENTION POND,MESOTROPHIC
CONTOOCOOK LAKE,NHLAK700030101-03-01,NHLAK700030101-03-01,CONTOOCOOK LAKE,MESOTROPHIC
CONTOOCOOK LAKE,NHLAK700030101-03-01,NHLAK700030101-03-01,CONTOOCOOK LAKE,MESOTROPHIC
CONTOOCOOK LAKE,NHLAK700030101-03-01,NHLAK700030101-03-01,CONTOOCOOK LAKE,MESOTROPHIC
CONTOOCOOK LAKE,NHLAK700030101-03-01,NHLAK700030101-03-01,CONTOOCOOK LAKE,MESOTROPHIC
CONTOOCOOK LAKE,NHLAK700030101-03-01,NHLAK700030101-03-01,CONTOOCOOK LAKE,MESOTROPHIC
CONTOOCOOK LAKE,NHLAK700030101-03-01,NHLAK700030101-03-01,CONTOOCOOK LAKE,MESOTROPHIC
CONTOOCOOK LAKE,NHLAK700030101-03-01,NHLAK700030101-03-01,CONTOOCOOK LAKE,MESOTROPHIC
CONTOOCOOK LAKE,NHLAK700030101-03-01,NHLAK700030101-03-01,CONTOOCOOK LAKE,MESOTROPHIC
CONTOOCOOK LAKE,NHLAK700030101-03-01,NHLAK700030101-03-01,CONTOOCOOK LAKE,MESOTROPHIC
CONTOOCOOK LAKE,NHLAK700030101-03-01,NHLAK700030101-03-01,CONTOOCOOK LAKE,MESOTROPHIC
CONWAY LAKE,NHLAK600020304-01-01,NHLAK600020304-01-01,CONWAY LAKE,OLIGOTROPHIC
CONWAY LAKE,NHLAK600020304-01-01,NHLAK600020304-01-01,CONWAY LAKE,OLIGOTROPHIC
CONWAY LAKE,NHLAK600020304-01-01,NHLAK600020304-01-01,CONWAY LAKE,OLIGOTROPHIC
CONWAY LAKE,NHLAK600020304-01-01,NHLAK600020304-01-01,CONWAY LAKE,OLIGOTROPHIC
CONWAY LAKE,NHLAK600020304-01-01,NHLAK600020304-01-01,CONWAY LAKE,OLIGOTROPHIC
CONWAY LAKE,NHLAK600020304-01-01,NHLAK600020304-01-01,CONWAY LAKE,OLIGOTROPHIC
CONWAY LAKE,NHLAK600020304-01-01,NHLAK600020304-01-01,CONWAY LAKE,OLIGOTROPHIC
CONWAY LAKE,NHLAK600020304-01-01,NHLAK600020304-01-01,CONWAY LAKE,OLIGOTROPHIC
CONWAY LAKE,NHLAK600020304-01-01,NHLAK600020304-01-01,CONWAY LAKE,OLIGOTROPHIC
CONWAY LAKE,NHLAK600020304-01-01,NHLAK600020304-01-01,CONWAY LAKE,OLIGOTROPHIC
COOKS POND,NHLAK600020801-02,NHLAK600020801-02,COOKS POND,MESOTROPHIC
COOKS POND,NA,NHLAK600030401-03,COOKS POND,OLIGOTROPHIC
COOKS POND,NHLAK600030402-01,NHLAK600030401-03,COOKS POND,OLIGOTROPHIC
COOKS POND,NHLAK600030401-03,NHLAK600030401-03,COOKS POND,OLIGOTROPHIC
COOKS POND,NHLAK600020801-02,NHLAK600020801-02,COOKS POND,MESOTROPHIC
COOKS POND,NHLAK600020801-02,NHLAK600020801-02,COOKS POND,MESOTROPHIC
COOKS POND,NA,NHLAK600030401-03,COOKS POND,OLIGOTROPHIC
COOKS POND,NHLAK600030402-01,NHLAK600030401-03,COOKS POND,OLIGOTROPHIC
COOKS POND,NA,NHLAK600030401-03,COOKS POND,OLIGOTROPHIC
COOKS POND,NHLAK600030401-03,NHLAK600030401-03,COOKS POND,OLIGOTROPHIC
COON BROOK- COON BROOK BOG DAM,NHIMP801010102-01,NHIMP801010102-01,COON BROOK- COON BROOK BOG DAM,MESOTROPHIC
COON BROOK- COON BROOK BOG DAM,NHIMP801010102-01,NHIMP801010102-01,COON BROOK- COON BROOK BOG DAM,MESOTROPHIC
COPPS POND DAM - WINGATE BROOK,NHIMP700020104-01,NHIMP700020104-01,COPPS POND DAM - WINGATE BROOK,EUTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
COUNTRY POND,NHLAK700061403-03-01,NHLAK700061403-03-01,COUNTRY POND,MESOTROPHIC
CRANBERRY BOG POND,NHLAK801010403-01,NHLAK801010403-01,CRANBERRY BOG POND,OLIGOTROPHIC
CRANBERRY BOG POND,NHLAK801010403-01,NHLAK801010403-01,CRANBERRY BOG POND,OLIGOTROPHIC
CRANBERRY MEADOW POND,NHLAK700030104-01,NHLAK700030104-01,CRANBERRY MEADOW POND,EUTROPHIC
CRANBERRY MEADOW POND,NHLAK700030104-01,NHLAK700030104-01,CRANBERRY MEADOW POND,EUTROPHIC
CRANBERRY POND,NHLAK802010104-03,NHLAK802010104-03,CRANBERRY POND,MESOTROPHIC
CRANBERRY POND,NHLAK802010104-03,NHLAK802010104-03,CRANBERRY POND,MESOTROPHIC
CRANEY POND,NHLAK700030504-01,NHLAK700030504-01,CRANEY POND,EUTROPHIC
CRANEY POND,NHLAK700030504-01,NHLAK700030504-01,CRANEY POND,EUTROPHIC
CRESCENT LAKE,NHLAK801070201-01,NHLAK801070201-01,CRESCENT LAKE,MESOTROPHIC
CRESCENT LAKE,NHLAK801070201-01,NHLAK801070201-01,CRESCENT LAKE,MESOTROPHIC
CRESCENT LAKE,NHLAK801070201-01,NHLAK801070201-01,CRESCENT LAKE,MESOTROPHIC
CRESCENT LAKE,NHLAK700020101-04,NHLAK700020101-04,CRESCENT LAKE,OLIGOTROPHIC
CRESCENT LAKE,NHLAK700020101-04,NHLAK700020101-04,CRESCENT LAKE,OLIGOTROPHIC
CRESCENT LAKE,NHLAK700020101-04,NHLAK700020101-04,CRESCENT LAKE,OLIGOTROPHIC
CRESCENT LAKE,NHLAK700020101-04,NHLAK700020101-04,CRESCENT LAKE,OLIGOTROPHIC
CRESCENT LAKE,NHLAK801070201-01,NHLAK801070201-01,CRESCENT LAKE,MESOTROPHIC
CROOKED POND,NHLAK700060202-04,NHLAK700060202-04,CROOKED POND,MESOTROPHIC
CROOKED POND,NHLAK700060202-04,NHLAK700060202-04,CROOKED POND,MESOTROPHIC
CROOKED POND,NHLAK700060202-04,NHLAK700060202-04,CROOKED POND,MESOTROPHIC
CROOKED POND,NHLAK700060202-04,NHLAK700060202-04,CROOKED POND,MESOTROPHIC
CROOKED POND,NHLAK700060202-04,NHLAK700060202-04,CROOKED POND,MESOTROPHIC
CROWCROFT POND,NHLAK802020103-11,NHLAK802020103-11,CROWCROFT POND,EUTROPHIC
CROWCROFT POND,NHLAK802020103-11,NHLAK802020103-11,CROWCROFT POND,EUTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK801060104-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK801060104-01,NHLAK801060104-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060401-02-01,NHLAK700060401-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK801060104-01,NHLAK801060104-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK801060104-01,NHLAK801060104-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060703-02-01,NHLAK700060703-02-01,CRYSTAL LAKE,MESOTROPHIC
CRYSTAL LAKE,NHLAK700060703-02-01,NHLAK700060703-02-01,CRYSTAL LAKE,MESOTROPHIC
CRYSTAL LAKE,NHLAK700060703-02-01,NHLAK700060703-02-01,CRYSTAL LAKE,MESOTROPHIC
CRYSTAL LAKE,NHLAK801060104-01,NHLAK801060104-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060401-02-01,NHLAK700060401-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060401-02-01,NHLAK700060401-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060401-02-01,NHLAK700060401-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060703-02-01,NHLAK700060703-02-01,CRYSTAL LAKE,MESOTROPHIC
CRYSTAL LAKE,NHLAK700060703-02-01,NHLAK700060703-02-01,CRYSTAL LAKE,MESOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060401-02-01,NHLAK700060401-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060703-02-01,NHLAK700060703-02-01,CRYSTAL LAKE,MESOTROPHIC
CRYSTAL LAKE,NHLAK801060104-01,NHLAK801060104-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060401-02-01,NHLAK700060401-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK801060104-01,NHLAK801060104-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060401-02-01,NHLAK700060401-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK801060104-01,NHLAK801060104-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060401-02-01,NHLAK700060401-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK700060703-02-01,NHLAK700060703-02-01,CRYSTAL LAKE,MESOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CRYSTAL LAKE,NHLAK600020304-02-01,NHLAK600020304-02-01,CRYSTAL LAKE,OLIGOTROPHIC
CUB POND,NHLAK700061403-04,NHLAK700061403-04,CUB POND,MESOTROPHIC
CUB POND,NHLAK700061403-04,NHLAK700061403-04,CUB POND,MESOTROPHIC
CUB POND,NHLAK700061403-04,NHLAK700061403-04,CUB POND,MESOTROPHIC
CUB POND,NHLAK700061403-04,NHLAK700061403-04,CUB POND,MESOTROPHIC
CUB POND,NHLAK700061403-04,NHLAK700061403-04,CUB POND,MESOTROPHIC
CUB POND,NHLAK700061403-04,NHLAK700061403-04,CUB POND,MESOTROPHIC
CUB POND,NHLAK700061403-04,NHLAK700061403-04,CUB POND,MESOTROPHIC
CUMMINGS MEADOW,NHLAK700030101-04,NHLAK700030101-04,CUMMINGS MEADOW,EUTROPHIC
CUMMINGS MEADOW,NHLAK700030101-04,NHLAK700030101-04,CUMMINGS MEADOW,EUTROPHIC
CUMMINGS MEADOW,NHLAK700030101-04,NHLAK700030101-04,CUMMINGS MEADOW,EUTROPHIC
CUMMINGS MEADOW,NHLAK700030101-04,NHLAK700030101-04,CUMMINGS MEADOW,EUTROPHIC
CUMMINS POND,NHLAK801060101-03,NHLAK801060101-03,CUMMINS POND,OLIGOTROPHIC
CUMMINS POND,NHLAK801060101-03,NHLAK801060101-03,CUMMINS POND,OLIGOTROPHIC
CUNNINGHAM POND,NHLAK700030104-02-01,NHLAK700030104-02-01,CUNNINGHAM POND,OLIGOTROPHIC
CUNNINGHAM POND,NHLAK700030104-02-01,NHLAK700030104-02-01,CUNNINGHAM POND,OLIGOTROPHIC
DAMON POND,NHLAK700060905-02,NHLAK700060905-02,DAMON POND,MESOTROPHIC
DAMON POND,NHLAK700060905-02,NHLAK700060905-02,DAMON POND,MESOTROPHIC
DAN HOLE POND,NHLAK600020702-01,NHLAK600020702-01,BIG DAN HOLE POND,OLIGOTROPHIC
DAN HOLE POND,NHLAK600020702-01,NHLAK600020702-01,BIG DAN HOLE POND,OLIGOTROPHIC
DAN HOLE POND,NHLAK600020702-01,NHLAK600020702-01,BIG DAN HOLE POND,OLIGOTROPHIC
DAN HOLE POND,NHLAK600020702-01,NHLAK600020702-01,BIG DAN HOLE POND,OLIGOTROPHIC
DANIELS LAKE,NHLAK700060605-01-01,NHLAK700060605-01-01,DANIELS LAKE,MESOTROPHIC
DANIELS LAKE,NHLAK700060605-01-01,NHLAK700060605-01-01,DANIELS LAKE,MESOTROPHIC
DANIELS LAKE,NHLAK700060605-01-01,NHLAK700060605-01-01,DANIELS LAKE,MESOTROPHIC
DARK POND,NHLAK802010202-04,NHLAK802010202-04,DARK POND,OLIGOTROPHIC
DARK POND,NHLAK802010202-04,NHLAK802010202-04,DARK POND,OLIGOTROPHIC
DARRAH POND,NHLAK700061002-01-01,NHLAK700061002-01-01,DARRAH POND,OLIGOTROPHIC
DARRAH POND,NHLAK700061002-01-01,NHLAK700061002-01-01,DARRAH POND,OLIGOTROPHIC
DARRAH POND,NHLAK700061002-01-01,NHLAK700061002-01-01,DARRAH POND,OLIGOTROPHIC
DARRAH POND,NHLAK700061002-01-01,NHLAK700061002-01-01,DARRAH POND,OLIGOTROPHIC
DAVIS POND,NHLAK600020303-01,NHLAK600020303-01,DAVIS POND,EUTROPHIC
DAVIS POND,NHLAK600020303-01,NHLAK600020303-01,DAVIS POND,EUTROPHIC
DEAD POND,NA,NHRIV600030703-10,LAMPREY RIVER,MESOTROPHIC
